plantBEC,seedBEC,HTp
ESSFvcp,IDFdm2,0.640164428
CWHdm,ESSFwk1,0.640119733
SBSdw2,CWHvh2,0.64009978
IDFdm1,ESSFdv2,0.64009958
ICHwk1,MHun,0.640091639
SBPSmk,MHwh1,0.640073738
ICHmk3,ESSFwcp,0.640063614
SBSmh,ESSFmww,0.640045781
SBSwk3,SWBuns,0.640042307
BWBSmk,SBSmm,0.640012502
ESSFdkp,IDFxm,0.640010496
MHwh1,ESSFun,0.63998245
MSdk,ESSFxcp,0.639970868
SBPSdc,ESSFxcp,0.63993225
ESSFxc2,SWBun,0.639914792
MSdm2,ESSFdvp,0.639878177
CWHws2,ESSFunp,0.639869778
ICHdw3,ESSFxv1,0.639851613
ESSFmm3,IDFxc,0.63977103
MSdm1,MHwhp,0.639757171
BWBSdk,ESSFdcp,0.639717029
IDFww1,SBSwk1,0.639707
ESSFdkp,ICHxm1,0.639698338
SBSdh2,MHwhp,0.639682978
MHwh1,MHunp,0.639673098
CWHvh3,BWBSwk1,0.639625297
CWHwh2,ESSFun,0.639620617
IDFdc,ESSFdcp,0.639610993
ESSFxvp,CWHdm,0.639608008
ICHvk2,IDFxk,0.639555911
SWBmks,CWHms2,0.639538876
ESSFxv1,IDFxx1,0.639447928
MHwh,ESSFxcp,0.63944156
ESSFwc4,IDFxx1,0.639427023
CWHxm1,SBSwk1,0.639402509
MHmmp,BWBSmw,0.639390384
SBSmc3,MHwh,0.639365058
CWHds1,ESSFdv1,0.639343125
ESSFun,IDFmw2,0.639339646
IDFdk3,MHmm1,0.639298675
ICHxw,SBSmk1,0.639289886
CWHds1,ESSFmm2,0.6392879
CWHwm,IDFdm1,0.639204402
BWBSwk2,ICHxw,0.63919847
ESSFmcp,IDFww,0.639174566
SWBmk,IDFmw2,0.639165475
ESSFwc2,BWBSdk,0.639147047
CWHvm2,ESSFmc,0.639137565
ESSFmww,BWBSdk,0.639122913
CWHms1,ESSFxvw,0.639115181
SBSdw1,ESSFmmw,0.639102467
ESSFunp,CWHwh1,0.639095327
CWHms2,IDFdh,0.639050111
SWBvk,ESSFdc2,0.639041825
ESSFmw1,PPxh1,0.639032942
IDFxc,ESSFxc1,0.638984654
MSxk1,MHmmp,0.638980892
ICHdw1,MHwh1,0.638979785
MHwh,MSxv,0.638964845
MSxk2,ESSFdkp,0.638933615
IDFxh1,SBSwk3,0.638923854
IDFxk,MSxv,0.638901166
ESSFdvw,CWHvh1,0.638893614
CWHms1,SBSmk2,0.63887796
ICHdw4,ESSFmv1,0.638841641
BWBSwk3,ESSFmw,0.638825771
CWHvh1,ESSFwc2,0.638821957
IDFxh2,ESSFxc3,0.638810144
CWHmm1,MSdv,0.6388085
BWBSwk3,ESSFmkp,0.638808474
CWHvm1,MSdk,0.638798627
ESSFwvp,IDFmw2,0.638790591
BWBSvk,BWBSmw,0.638782768
SBSmk2,ESSFwvp,0.638766809
SWBvks,SBSdh2,0.638753534
ESSFdkw,CWHdm,0.638753177
SBSmk2,MHmmp,0.638718949
ESSFxcw,SWBuns,0.638704479
MSdm1,ESSFxcp,0.63868247
IDFww1,SBSmk1,0.638673332
CWHwh1,SBSmc3,0.638668572
SBSmh,ESSFdcw,0.63865461
CWHds1,SBPSmc,0.638654306
CWHms1,ESSFwcp,0.638622862
ICHvk2,ESSFdkp,0.63860244
IDFdw,CWHvm2,0.638592316
ICHmk2,BWBSdk,0.638572282
ESSFdc3,SWBun,0.638553465
ESSFxvw,BWBSwk3,0.638539204
ICHmk4,ESSFmcw,0.638510518
ESSFmmw,ICHxw,0.638506953
SBPSxc,BWBSwk3,0.6384938
CWHvh3,ESSFvcp,0.638488312
IDFdh,ICHwk4,0.638483361
ICHvc,SWBmks,0.638482148
SBSdw1,MHwh1,0.638458148
IDFdh,ESSFmw1,0.638412622
ICHmk1,BWBSvk,0.638406397
ICHvk2,IDFdh,0.638365764
BWBSmk,IDFdk5,0.638290752
BWBSmk,ICHwk1,0.638271418
SBSdw3,ESSFdvw,0.638262236
ICHvk2,IDFxh1,0.638245018
SWBvks,CWHvh3,0.638196642
ESSFmh,PPxh2,0.638181144
ESSFdv2,SWBuns,0.638144275
MSdm1,MHmmp,0.638120442
ESSFmcp,IDFxm,0.638117969
ICHvk1,ESSFmwp,0.638100816
IDFdc,BWBSwk2,0.638096643
CWHxm1,ESSFvc,0.638086526
ICHmc1,MHunp,0.638046571
ESSFmkp,ICHxw,0.638040636
ICHvk1,ESSFmv4,0.638035713
IDFmw2,SBSun,0.638031577
BWBSmk,ICHmw3,0.638022712
SWBvk,ICHmk2,0.638018783
MSxk2,BWBSvk,0.638010379
CWHvh3,IDFdm2,0.6379963
ICHwc,IDFxk,0.637969214
MSxk3,SWBmks,0.637949847
CWHvh1,ESSFdc1,0.637919414
ESSFxc2,BWBSwk3,0.637899456
ESSFxvw,IDFdh,0.637848373
CWHmm2,ESSFdkw,0.63784726
ESSFmw1,ESSFmcp,0.63781918
MSxk3,MHwh,0.637805551
CWHds1,ESSFmm3,0.637803542
CWHvh2,ESSFmww,0.637799343
ESSFwc4,IDFxh2,0.637784824
ICHmw1,BWBSdk,0.637778709
SBPSdc,ESSFwcp,0.637772734
CWHvh3,ESSFxv1,0.637737106
MHunp,SBPSmk,0.637718602
ESSFxc3,MHunp,0.637696293
SBPSxc,BWBSmk,0.637679178
MHun,MSxk1,0.637646673
ICHvk1,ESSFxcw,0.637637053
IDFxx1,ICHmm,0.637615873
ICHdm,ESSFmwp,0.637557297
MSdm1,ESSFwvw,0.637522262
MHwhp,MSdv,0.637519255
CWHmm2,ESSFvcp,0.637483948
IDFww1,ESSFdc3,0.637481056
ESSFdcp,IDFxh1,0.637472786
MSdm2,BWBSvk,0.637470975
SWBvks,ESSFxv2,0.637466592
ICHmk4,ESSFmv3,0.637440412
IDFww1,MSdv,0.637420346
BWBSwk1,IDFxx1,0.63741843
ESSFwh2,ESSFdvp,0.637412088
CWHvh2,ESSFwk2,0.637392987
ICHmk3,ESSFwmp,0.637374991
IDFxm,ESSFmv2,0.637374731
MHwh1,ESSFunp,0.637369082
CWHdm,ESSFwm3,0.637363361
ESSFwh3,ESSFun,0.637353664
BWBSwk3,ESSFdc1,0.637337937
SBSvk,ESSFdkp,0.637319504
ESSFxvp,ICHxw,0.637300217
CWHwh2,IDFdm1,0.637260025
SWBmk,ICHdw4,0.637252193
CWHws1,ESSFmkp,0.637231402
CWHmm2,IDFxw,0.637222298
IDFdk4,ESSFxcp,0.637182376
SBSmh,BWBSvk,0.637171319
ICHvk2,ESSFxcw,0.637150621
IDFdm2,ESSFmww,0.637102425
MHmmp,CWHxm1,0.637097208
SBSwk3,ESSFxcp,0.637082805
CWHmm2,ESSFmmw,0.637057757
ESSFdv1,PPxh1,0.637057603
MHmmp,SWBuns,0.637035087
CWHvh2,ESSFdc3,0.637033436
SBSdw3,CDFmm,0.637015216
CWHwh2,MSxk3,0.637013395
CWHvh1,ICHdk,0.637000214
CWHwh1,IDFww1,0.636943499
ESSFwcw,SWBuns,0.636929714
ICHwc,ESSFdvw,0.636925612
IDFww1,ICHwk3,0.636880322
SWBun,ESSFdh1,0.636872179
ICHmw1,MHwh,0.636862521
ESSFmv2,IDFxw,0.636849512
CWHmm1,ESSFdk2,0.636809071
ICHmc1,ESSFmvp,0.636781028
SBPSdc,ESSFmmp,0.636768425
SWBuns,IDFdw,0.636750185
IDFxh2,ESSFmk,0.636736818
SBSdw2,SWBmk,0.636687189
CWHxm1,IDFdw,0.636685578
ESSFmm3,SWBuns,0.636683238
ICHmk3,ESSFvcp,0.636677153
ESSFdv1,SWBvk,0.636674348
ICHwk2,PPxh1,0.636664195
ESSFwm3,ESSFmvp,0.636604792
SBPSmc,ESSFdkp,0.636569017
ICHmk5,ESSFwcp,0.636552281
SBSun,IDFxh2,0.636544837
IDFxx2,ESSFxc1,0.636514469
ESSFdvw,IDFxx1,0.636478268
ICHmm,BWBSwk3,0.636464984
SBPSdc,CWHvm1,0.636457473
CWHds1,SBSmc3,0.636435972
ICHmk2,ESSFwmp,0.636428456
CWHvm2,ESSFdcp,0.636354747
CWHws1,BWBSwk2,0.636342275
ESSFmwp,IDFxk,0.636335965
CWHmm1,ESSFwcw,0.636335769
MHwhp,SBSmh,0.636322331
SBSdw1,ESSFmkp,0.636294877
CWHvm2,MSdv,0.636251761
ESSFmv4,CWHds1,0.636191099
CWHms2,IDFxx1,0.636184995
ESSFmc,IDFxx1,0.636147752
SBPSdc,MHmmp,0.636142731
IDFdw,ESSFun,0.636121397
SBSvk,IDFxh1,0.636100375
IDFdc,ESSFwcw,0.636098541
BWBSvk,SBPSdc,0.636056252
ICHdw4,ESSFdk2,0.636044411
ICHwk1,ESSFwmp,0.63603887
ICHxw,CWHwm,0.636011895
MSdc1,ESSFwvp,0.635965215
CWHvm2,IDFdm1,0.63593644
MHunp,MSdc3,0.635926786
SBSmc1,ESSFunp,0.635914661
BWBSwk3,ESSFmmw,0.635886332
SBSdw2,ESSFxvw,0.635882112
ESSFwm3,IDFxx2,0.635837506
MHmm1,MSxk3,0.63582845
ICHwk2,SWBvk,0.635741539
ICHmk4,ESSFwcp,0.635731347
SBSvk,ESSFmcp,0.635718945
ESSFdh1,ESSFdvp,0.635695775
SWBvk,CWHds1,0.635691933
BWBSmk,ESSFwk1,0.635649437
IDFdk2,ESSFmv2,0.635609354
ICHmk2,ESSFun,0.635607228
ICHmk5,ESSFvcp,0.635591793
SBSvk,IDFdh,0.635587865
CWHvh3,ESSFxc1,0.63556123
ESSFmcp,CWHmm1,0.635537026
IDFdc,MHmm1,0.635530814
SBSdh1,ESSFxv2,0.635507577
ESSFwk1,IDFxc,0.635485944
SBSmk1,CWHvh3,0.635481161
CWHvh1,ICHmk2,0.635458318
MSxk2,ESSFwvp,0.635457338
CWHmm2,SBSwk3,0.635448028
SWBvk,MSdw,0.635422783
ESSFmm2,SWBvks,0.635415829
ICHwk4,BWBSdk,0.635403128
SBSwk2,SWBvks,0.635374408
SBPSxc,ESSFmcp,0.635363128
CWHms2,ESSFwcw,0.635326341
CWHvh3,SBPSmk,0.635321908
CWHdm,SBSdw2,0.635285788
CWHdm,ESSFwc2,0.635280442
IDFdh,ICHwk3,0.63527133
IDFxk,MSdc2,0.635255028
ESSFdc1,ESSFunp,0.635245473
SBSmh,ESSFdv2,0.635231303
SBSwk1,BWBSmk,0.635153399
SBSmh,ESSFxc3,0.635151421
IDFww1,ICHmc1,0.63512688
ICHmw2,ESSFwc3,0.635114426
CWHds1,IDFdk4,0.635112262
SWBun,ESSFdh2,0.635101342
MHmm1,IDFdm1,0.635100354
MHwhp,IDFww,0.635062865
MHwhp,MSdc1,0.63505651
ICHwk4,ESSFdkp,0.635041265
SBPSxc,ESSFmvp,0.635008425
IDFww,ESSFxc3,0.635002675
SBSvk,ESSFxcw,0.634991275
MSxk1,BWBSvk,0.634987916
CWHwm,SWBmk,0.634912133
ESSFxcp,IDFww1,0.634876427
ICHwk4,BWBSwk3,0.634863128
CWHwh1,ESSFmv1,0.634810907
ESSFwvp,CWHxm2,0.634805449
CWHvm1,ESSFdc3,0.634798439
MHun,CWHvm2,0.634775578
MHwhp,SBSdw2,0.634768882
CWHwh1,IDFdh,0.634754315
BWBSdk,ESSFmww,0.6347051
MSdc1,ESSFdkp,0.634704049
MHwhp,SBSmc2,0.634703437
ESSFdh1,ESSFwcp,0.6346834
SBSwk1,ESSFunp,0.634671542
CWHxm2,IDFxw,0.634612094
MHmmp,MSxk2,0.634564381
ICHmk5,CWHvh2,0.634552775
CWHms2,ESSFdcw,0.634535639
ESSFwcp,ICHxm1,0.634512478
ICHdw4,ESSFdv1,0.634456787
CWHwh1,SBSwk3,0.634415643
SBSmw,MHwh,0.634401889
ICHdw4,MSxv,0.634371726
SBSwk3,CWHvh3,0.634355472
MHmmp,IDFdk3,0.634345723
IDFdk5,ESSFwv,0.634321797
IDFxc,SBSmk2,0.634308682
CWHdm,ICHvc,0.634304713
SBSdh2,PPxh1,0.634297842
ESSFxvp,IDFxw,0.634290789
CWHwm,ESSFdcp,0.634227638
SBPSmk,ESSFxvp,0.634222677
CWHds2,ESSFwc3,0.634218113
SBSmk2,ESSFmvp,0.634193297
ESSFwv,CWHvh1,0.63418995
CWHvm1,IDFdm1,0.634179119
ESSFwv,IDFxx2,0.634176541
MHunp,ESSFmw1,0.634171163
MSdm3,ESSFxvp,0.634139796
SWBmk,IDFdc,0.634135142
CWHmm1,ESSFmm2,0.634125099
IDFxw,ESSFmww,0.634099989
SBSwk3,CWHvh2,0.634048914
CWHws2,ESSFxvp,0.634048489
IDFxx2,ESSFmw2,0.634045601
ICHwk3,BWBSwk3,0.633982911
IDFxm,BWBSdk,0.63395784
IDFxc,ESSFwm4,0.63388403
MSdk,CWHvh2,0.633879768
PPxh1,MSdw,0.633857915
MHwhp,ESSFxc1,0.633856694
SWBmk,ESSFdvp,0.633854655
SBSwk3,ESSFxvp,0.63384779
ESSFwcp,IDFmw2,0.633810297
ICHwk1,ESSFmwp,0.63377801
ESSFmw2,BWBSdk,0.633749071
ESSFun,CWHwh1,0.633728237
IDFdk1,ESSFwk2,0.633727976
CWHvh1,SBSdh1,0.633716913
ICHmw1,ESSFwmp,0.633698596
ESSFwh3,SBSun,0.633690667
SBSmh,ESSFmkw,0.633656282
MSdc3,SWBmks,0.633632574
SWBuns,ICHdm,0.633609202
MHunp,ESSFdvw,0.633602354
PPxh1,ICHmc2,0.63357469
ESSFdh2,MHwh,0.633558985
MSdk,SWBmk,0.633544248
CWHvh1,SBSvk,0.633538427
CWHmm1,ESSFwmw,0.633538033
ESSFwm2,MHunp,0.633520832
CWHvh3,ESSFmc,0.633503736
CWHwh1,ESSFmwp,0.633498208
CWHmm1,IDFdk1,0.633467222
CWHms2,ESSFmm2,0.633450619
ICHmk5,CWHvh3,0.633401344
IDFxx2,ESSFxc2,0.633400307
ESSFdh2,BWBSvk,0.633385543
SBSdk,ESSFmwp,0.633381786
SBSdw1,ESSFun,0.633342819
MSxk1,BWBSdk,0.633335473
SWBvk,SBSmh,0.633315865
IDFdh,MSdc3,0.633285394
SBPSmc,CWHvh3,0.6332602
CDFmm,ESSFmw2,0.633255005
CWHms2,ESSFwk2,0.633205292
SBSdk,SWBun,0.63318534
SBSmw,BWBSwk3,0.633152425
SBSdw1,CWHvh1,0.633147173
CWHds1,ESSFmm1,0.633101987
ESSFwh3,ESSFxvp,0.633074455
IDFxh1,ESSFxc1,0.633031475
MHun,ICHdw4,0.633026613
MHwhp,SBPSmk,0.632961494
ICHmw2,MHmmp,0.632958205
ICHmk5,ESSFmmp,0.632940845
SBSwk2,CWHdm,0.632938786
CWHxm2,ESSFxc1,0.632901218
BWBSwk2,IDFxx2,0.63288328
CWHvh2,MSdm3,0.632877509
SBPSxc,MHmmp,0.632866257
CWHvh3,IDFdc,0.632858164
IDFxx2,ESSFdk1,0.632846202
ICHvc,SWBvks,0.632796054
CDFmm,ICHmk5,0.632787238
ICHwk2,ESSFmwp,0.632785167
ICHmw5,MHmmp,0.632780555
ESSFdvp,IDFxh2,0.632755014
ESSFmmp,IDFmw2,0.632750682
MSdm2,MHwh1,0.632713833
CWHms2,ESSFxc2,0.632712951
SWBvks,ESSFmww,0.632699772
CWHxm2,IDFxm,0.632692556
SBPSdc,SWBun,0.632690356
ESSFmvp,IDFxm,0.632621441
ESSFxcp,IDFxc,0.632615462
MHmm1,SBPSdc,0.632611423
ICHxm1,ESSFmm3,0.632608411
ESSFdv1,SWBun,0.632560264
CWHdm,MSxk1,0.632553825
MSxv,MHunp,0.632537537
BWBSwk3,SBPSxc,0.632533961
CWHvh1,MHmmp,0.632516769
ESSFwvp,IDFxm,0.632503755
SBSmw,CWHvh1,0.632491912
CWHmm2,SBPSxc,0.632485203
ESSFxcp,BWBSwk3,0.632476667
MHmm2,BWBSwk3,0.632469709
IDFdk4,ESSFun,0.632446086
MSxk2,MHmmp,0.632444816
ICHmk3,ESSFmmp,0.632441324
IDFdw,MHmm1,0.632434497
ESSFmv4,CWHwh2,0.63240459
MHunp,CWHwh2,0.632397549
ESSFwm4,ESSFmcp,0.632370586
MSdc2,MHunp,0.632369873
IDFxx2,ESSFwm1,0.632352388
MHmm1,IDFdk5,0.632338346
ICHmw1,ESSFvcp,0.632311174
ICHwk1,ESSFmmp,0.632299815
ESSFwv,IDFxk,0.632297587
MHunp,BWBSmk,0.632291244
ICHwk2,ESSFmmp,0.632286132
SBSdw3,MHmmp,0.632274817
ICHxw,ESSFwm1,0.632264375
BWBSwk3,ESSFwh3,0.632243288
IDFdh,CWHms2,0.63222166
IDFxc,ESSFmw2,0.632186986
MHunp,ESSFdc2,0.632180732
MHwh,SBSmc3,0.632145454
IDFmw2,ESSFmww,0.632143328
MSdk,CWHvh3,0.63213183
CWHvm2,IDFdk2,0.632114995
ICHxw,ESSFvc,0.632093054
ICHmw5,ESSFmmw,0.632088794
BWBSwk2,ESSFwmp,0.632062623
ESSFwvp,IDFdk1,0.63204048
ICHmk1,ESSFmmw,0.631999851
SBSmh,MHmm1,0.63198992
SBSmk2,ESSFdcp,0.631958619
CWHvm1,ESSFmww,0.631941062
ESSFun,IDFxm,0.631939061
CWHms1,ESSFmcw,0.631916106
IDFdk3,ESSFmmw,0.631914269
ESSFwk1,CDFmm,0.631839106
IDFdm2,ESSFmc,0.631808648
MHmm1,IDFdk3,0.63177907
ICHxw,ESSFdk1,0.631774388
IDFdk4,CWHwh1,0.631755702
CWHwh2,IDFdk3,0.631710069
SBSwk3,MHunp,0.631709647
MHwh1,SBSdw2,0.631699218
SBSwk2,IDFww1,0.631672232
IDFxw,ESSFdv2,0.631647863
CWHws2,IDFxk,0.631635734
MHmm1,ESSFunp,0.631605659
IDFxh1,ESSFdc1,0.631592024
CWHvm2,IDFdc,0.631581307
ESSFwh1,ESSFdvp,0.631579235
SBSwk3,ESSFdkp,0.631501915
SWBvk,ICHdm,0.631474396
CWHwh2,ESSFdkp,0.631473479
CWHvm2,ESSFmwp,0.631473246
SWBvks,ICHmw4,0.631438673
MHwh,SBSwk3,0.631405172
SBSmh,CWHvh2,0.63139241
SBSdh1,BWBSdk,0.631376089
IDFdk4,ESSFmkp,0.631339122
ESSFmmw,CWHdm,0.63133858
ICHmw1,ESSFwcp,0.631327568
CWHxm2,IDFxh2,0.631326378
ESSFmv3,CWHmm1,0.631325905
ICHdk,ESSFwmp,0.631321237
IDFdk2,BWBSwk2,0.63124219
ICHwc,ESSFwmp,0.631220514
IDFxx2,BWBSwk1,0.631199638
SBSdw2,BWBSmk,0.631199302
CWHvh3,MSdv,0.631187505
ESSFunp,MSxk2,0.63118743
IDFww,ESSFdk2,0.631176727
ESSFdk1,CDFmm,0.631156046
MSdw,ESSFvcp,0.631139922
ICHmk4,ESSFmwp,0.631118031
CWHxm2,ESSFxc2,0.631093799
IDFdk1,ESSFdcp,0.631013088
BWBSvk,SWBmks,0.630997195
IDFxk,ESSFxc1,0.630994721
MHwh1,ESSFdkp,0.63098927
BWBSmw,ESSFdcw,0.630966034
SBSdh1,MHmmp,0.630930181
ESSFmmp,ICHxm1,0.630917995
ESSFxcp,CWHxm1,0.630912042
CWHwh2,ESSFunp,0.630898774
CWHms1,ESSFwvw,0.630884699
ICHmk1,ESSFxvw,0.630872739
MSxk3,MHwh1,0.630868783
SBSwk1,ESSFmcp,0.630862182
CWHms2,IDFww1,0.630783774
ESSFwc3,ICHxw,0.630783387
ESSFmh,MHun,0.630781609
ESSFmv3,ICHxw,0.630737675
ESSFvc,IDFxh1,0.630715453
MHmmp,SBPSxc,0.630675608
CWHvh1,ICHmc1,0.63066039
SBPSxc,ESSFdkp,0.630642297
ICHwk2,ESSFwmp,0.630622995
IDFdk3,ESSFwvw,0.630607126
ESSFmw1,PPxh2,0.630589883
IDFxh1,MSdc2,0.630553069
SWBvks,ESSFxc2,0.630544975
ICHvk2,ESSFmcp,0.630541375
IDFxm,ESSFwm3,0.630540846
ICHdm,ESSFwmp,0.630504385
IDFxh1,ESSFmw2,0.630502071
ICHmw4,ESSFvcp,0.630465948
MSdk,MHwh1,0.630465786
CDFmm,SBSmw,0.630465471
IDFxc,ESSFwh1,0.630424371
ESSFwm3,IDFxw,0.630404884
MHwh1,ESSFdv1,0.630380219
BWBSwk2,SWBvks,0.63036223
IDFdc,CWHwh2,0.630346887
MHun,ESSFxc1,0.630330652
ESSFvc,IDFdh,0.630313718
ICHmc2,ESSFxv2,0.63030272
MSdm2,ESSFmv4,0.630285087
ESSFdc3,PPxh2,0.630267846
CWHxm2,ESSFdv1,0.630212968
ICHdw1,ESSFmm1,0.630204473
CWHvm2,SBSmc2,0.630203919
SBSdh2,ESSFwvp,0.630179886
ESSFmwp,IDFxc,0.630153786
ESSFvcp,ICHxm1,0.630137683
ESSFmmp,IDFdk1,0.630127071
CWHxm2,IDFdw,0.630110515
PPxh2,ICHwk2,0.630096516
CWHvh2,ESSFwv,0.630090136
ICHmw4,BWBSmw,0.630031518
IDFdk3,MHun,0.630022252
ESSFwk1,SWBun,0.630012458
BWBSmw,ESSFwcw,0.629980807
IDFdh,SBSwk1,0.629944458
SBSmk1,SWBmks,0.629934661
CWHxm2,IDFxk,0.629930691
IDFdk4,SWBmk,0.629923622
BWBSvk,MSdc1,0.629917244
ICHdm,ESSFxvw,0.629912812
ICHmc1,SWBun,0.629910749
CWHvh1,ESSFmw,0.62989075
ICHwk1,ESSFmv4,0.629887492
BWBSvk,ESSFdkw,0.629843734
SWBvk,ESSFmwp,0.629840314
MSdm1,ESSFmv4,0.629836477
MHunp,SBSdw1,0.629817984
CWHms2,IDFdk3,0.629803726
SBSdh1,ESSFun,0.629757795
ESSFxcp,CWHdm,0.629731255
ICHvk2,ESSFxvw,0.629730521
MSdw,ESSFwvw,0.629728983
CWHvh3,IDFdk2,0.629692379
SBSmw,ESSFxvw,0.629684358
IDFww1,SBSwk3,0.629680334
PPxh1,ICHmw1,0.629678363
ICHdw3,MHwh,0.629653042
IDFdk5,ESSFmv2,0.629652185
IDFxk,ESSFwh1,0.629624233
ICHwk1,SWBvk,0.629613149
BWBSmw,IDFxx1,0.629605596
ESSFwvp,ICHxm1,0.629580805
IDFdm1,ESSFmc,0.629552926
BWBSwk3,ESSFdkw,0.629530471
IDFdh,ESSFdc3,0.629486718
ESSFwvp,IDFdm2,0.629423268
IDFxm,ESSFxv1,0.62939618
SBSvk,ESSFxvw,0.629376317
IDFww1,MSdc2,0.629283626
IDFxh1,CWHws2,0.62926713
ESSFxcw,CWHvh1,0.629257726
CWHxm1,ESSFmw,0.629203202
SWBvk,ESSFxvp,0.629190804
SBPSdc,ESSFwvp,0.62916619
MHwhp,ESSFmv3,0.62910933
MSxk1,MHwh1,0.629092032
ESSFmm3,IDFxx1,0.629059369
ESSFmkw,IDFxx2,0.629038094
IDFxh1,ESSFwh3,0.629036992
ICHmk1,ESSFmwp,0.629015667
CWHms2,ESSFdk2,0.628979377
CWHms2,SBSdw3,0.628967217
IDFxk,MSdv,0.628946929
ICHxm1,ESSFmww,0.628929887
IDFxx1,SBSmc1,0.628914835
MSdm2,MHmmp,0.62888989
CWHvh3,ESSFmwp,0.628877303
ESSFmvp,IDFdk1,0.628847673
CWHwh1,ESSFxc3,0.628817153
CWHmm1,SBSdw3,0.628799884
CWHws1,ESSFxv1,0.628796457
CWHdm,BWBSvk,0.628790785
CWHvh3,IDFdm1,0.62878802
MSdw,ESSFmv4,0.628786668
CWHvh3,ESSFwcp,0.628772518
ESSFwm2,SWBmks,0.628764838
IDFww,ESSFdcw,0.628737731
MSxk1,ESSFdkp,0.628731272
CWHxm1,MHmm2,0.628719543
ICHwk3,ESSFxvw,0.628713645
ESSFdh1,ESSFmmp,0.628701505
CWHvm1,MSdc1,0.628690071
ICHmk4,ESSFwvw,0.628690004
BWBSwk3,ESSFxc2,0.628679455
ESSFmcp,IDFmw2,0.628679191
SBSdh1,MHwhp,0.628650512
ESSFxv1,CDFmm,0.628642873
CWHxm1,ESSFwc4,0.628634835
CWHws2,ESSFdkp,0.628597557
CWHwh1,ESSFwvw,0.62859724
MSxk2,CWHvh3,0.628572538
MHwhp,ESSFxvw,0.628569742
CWHwh1,IDFxx1,0.628533143
MHunp,SBSdw2,0.628439475
ICHdm,ESSFmcw,0.62841043
ESSFvcp,CWHvh1,0.628399234
IDFww,ESSFmc,0.628374022
ICHdw1,MHwh,0.628341686
ESSFxv2,IDFxx1,0.628328331
ESSFwh3,IDFxc,0.628318071
ICHxm1,ESSFdk2,0.628308166
CWHms2,ESSFwv,0.628307096
IDFxh2,ESSFwk1,0.628296292
ESSFdh2,ESSFwmp,0.628253495
CWHms2,BWBSwk1,0.628232612
CWHvh2,ESSFmkp,0.628231818
ICHwk2,ESSFxvw,0.628192845
ESSFwh3,ESSFxcp,0.628121788
SBSwk2,ESSFxvp,0.628116762
CWHdm,ESSFmw,0.628108531
CWHwh1,MSxk2,0.628101748
IDFdk2,MHmm1,0.628081997
ESSFmcp,CWHvm1,0.628077593
CWHvm2,ESSFmmp,0.628057963
MSxk1,ESSFun,0.628056332
SBSdh1,ESSFdkw,0.628043658
IDFxh2,ESSFwm2,0.62803531
MSdc1,MHwhp,0.628001142
CWHvh1,IDFmw2,0.627995308
ESSFwh3,IDFxh2,0.627988983
CWHds1,MSxk3,0.627978347
CWHvh2,ESSFdcw,0.62795298
BWBSmw,IDFxc,0.627900566
ICHmk5,ESSFxcp,0.627872063
SBSdk,CWHvm1,0.627857197
MHwhp,MSdm2,0.627854771
IDFdk1,ESSFmv3,0.627831088
CWHwh1,SBPSdc,0.627815837
PPxh1,MSxk2,0.627755854
ESSFwmw,BWBSdk,0.627735833
ICHmw5,ESSFmkp,0.627727941
ICHdw3,MHwhp,0.627709293
CWHwh1,SBSdk,0.627704775
ESSFwm3,MHunp,0.627657503
ICHmk5,MHwh1,0.627644667
BWBSwk2,MHwh1,0.627628632
IDFww1,ESSFmw2,0.627619614
SBSmk2,ESSFwcp,0.62760974
MHwh1,MSdc1,0.627587017
CDFmm,SBSdw2,0.627565952
IDFmw2,ESSFwm3,0.627531348
CWHxm1,SBSvk,0.627526389
CWHdm,SBSdh2,0.627500481
ICHdw1,ESSFdcw,0.627482107
IDFdk2,ESSFwk2,0.627455402
IDFdw,CWHvm1,0.627438313
ICHxw,MSxk3,0.627437228
ESSFmv1,SWBvks,0.627434268
ESSFxcw,MHunp,0.627432121
IDFxm,ESSFwk2,0.627417932
SWBvks,ICHmk4,0.627406374
SBSvk,ESSFmvp,0.627374522
BWBSwk2,CWHvm2,0.627332463
ESSFdv2,SWBvks,0.627299775
ESSFdcp,IDFdh,0.627296207
IDFdc,CWHvh3,0.627292724
SBSdw2,BWBSwk3,0.627262753
ICHdw4,ESSFmww,0.627260276
SBSdh1,ESSFwvw,0.627227648
IDFxh2,ICHwc,0.627175173
CWHms2,SBSmk1,0.627163137
CWHwm,ESSFxc1,0.627107132
ICHwc,ESSFmwp,0.627102854
ESSFdh2,ESSFwvw,0.627043816
SWBvks,ESSFmh,0.62703257
CWHwh1,MSxk3,0.627031923
ESSFun,IDFdk2,0.627029509
ESSFwvw,CWHdm,0.627010632
SBSmc2,SWBuns,0.626983116
ICHmk5,SWBmk,0.626975999
IDFxc,MSxv,0.626969083
IDFdm2,ESSFdcw,0.626965627
ICHmw4,ESSFxv2,0.62695502
MHwhp,SBSwk3,0.626954705
MSdm3,SWBmk,0.626935246
CWHwh2,SBPSmc,0.626898608
BWBSvk,BWBSwk3,0.626896317
ICHmk3,SWBmk,0.626883982
ICHdw1,MSxv,0.626880046
CWHds1,BWBSwk1,0.626874011
ICHdk,ESSFwcp,0.626844644
CWHwh1,SBPSmc,0.626822099
SBSwk1,ESSFdkp,0.626768568
